# Rigger 2 standard definitions file

# Welcome to The Shop's Rigger2 data file!
# Each section (Chassis, Engine, Modification) has a description of its contents...

# Many thanks to David Taylor (Harvester@btinternet.com) for typing in
# most of the chasses and engines, leaving me to make a mess of the
# expression-handling :-)

# Changes to Shop file format:
# 1. All the data types are now in the same file
# 2. In case you haven't noticed, a hash (#) is now a comment char
# 3. Blank lines are ignored (they probably were before, but they definitely are now)
# 4. Each record has a new field prepended - the record type (1=chassis, 2=engine, 3=mod)
# 5. A clarification - for something that has only one value for handling, double it (ie 4 => 4/4)
# 6. Changes to expressions - I've added +=, -=, *=, /=, <=, >= and ; (statement separator)
# 7. Major revamp of Modifications format.
#
# 8. Add Local and Global variables
# 9. Added conditionals (?, >>, <<)
#
# 10. Added array lookups (:)
# 11. Added logic (&&, ||)
# 12. Added !=
# 13. Added Security/Military checkboxes (have to go back and reedit data)
# 14. Added bitwise operators (&, |)
# 15. Added vehicle descriptor
# 16. Added modification descriptor
# (gee, that's a lot of changes this time!)
#
# But wait!  There's more!
# 17. Added Mod label descriptor ("Level", "Seats", etc.)
# 18. Added reverse lookup operator (:=) (so "a = 'foo'; a := 'bar' 'baz' 'foo'" would
#	return 3)

# In the future...
# Changes to fields:
# I dunno...  a page ref might be handy.

# Conditionals work kinda funny (I took the lazy way out)
# Economy < EconomyMax;Economy = Economy ? EconomyMax;
# is the same as
# Economy = Economy << EconomyMax;

# The comparison operators (<, >, ==, etc) all implicitly set Global.test
# the ? operator returns the first operand if Global.test is true, the
# second operand if Global.test is false.
# x << y returns min(x,y) and x >> y returns max(x,y)
# x : y1 y2 y3 y4; returns the xth element of the list (y1 y2 y3 y4)
#	the list extends until the next statement - so make sure you've got a ';'
#	if x < 1, returns y(1).  if x > max, returns y(max)

# Order of operations
# :
# ^
# *,/
# +,-, &, |
# ?, <<, >>
# <, <=, ==, >=, >, !=
# &&, ||
# =, +=, -=, *=, /=


## Chassis Types ##
# Format:
# Name		string	- name of chassis
# Handling	int		- onroad handling
# OffRoad	int		- offroad handling
# Body		int
# Armour	int
# CF		int
# CFMax		int
# Autonav	int
# Pilot		int
# Sensor	int
# Seating	string
# Entry		string
# SetupTime	int
# TOL		string
# Other		string
# Cost		int

# Chassis types:
# cars, vans, pickups, light trucks, bikes, transports
# watercraft, aircraft, ground vehicles
# Use descriptor int for vehicle type (makes filtering easier)
# 1 = ground
# 2 = water
# 4 = hover
# 8 = air
# 16 = bike
# 32 = transport
# 64 = helicopter (rotor)
# 128 = vector thrust

# bikes, cars, hovercraft, motorboats, fixed wing aircraft, rotor craft, special
# vector thrust, sailboats

# Bikes
1,17,"Scooter",3,6,2,0,0,1,0,-1,0,"1b","o",0,"N","",30
1,17,"Racing Cycle",3,6,2,0,1,2,0,-1,0,"ab","o",0,"N","",10
1,17,"Off-Road",3,6,2,0,1,8,0,-1,0,"1b","o",0,"N","",15
1,17,"Chopper",4,6,2,0,2,6,0,-1,0,"1b+1b","o",0,"N","",15
1,17,"All-terrain Vehicle",4,4,2,0,2,15,0,-1,0,"1b+1b","o",0,"N","",445

# Cars
1,1,"Commuter/Subcomp.",4,8,3,0,1,16,0,-1,0,"1b","1",0,"N","",30
1,1,"Sedan",4,8,3,0,6,30,0,-1,0,"2b + 2b","2+1t",0,"N","",50
1,1,"Sports Car",4,8,3,0,3,18,0,-1,0,"2b","2+1t",0,"N","",50
1,1,"Limousine",4,8,4,0,6,250,2,-1,0,"2b+2b+2B","2+2+1t",0,"N","",625
1,1,"Pickup",4,6,4,0,18,42,0,-1,0,"2b","2+1t",0,"N","",60
1,1,"Van",4,10,4,0,48,250,0,-1,0,"2b","2+1d+1g",0,"N","",60
1,1,"RV",4,4,4,0,48,250,0,-1,0,"2b","2+1",0,"N","Living Amenities (Basic)",250

# Other
1,1,"Sand Buggy",4,4,3,0,4,15,0,-1,0,"2b + 2b","o",0,"N","",20
1,33,"Medium Transport",5,12,5,0,80,400,0,-1,0,"2b","2+1T",0,"N","",300
1,33,"Heavy Transport",5,12,6,0,120,800,0,-1,0,"2b","2+1T",0,"N","",385
1,33,"Tractor",5,12,5,0,6,52,2,-1,0,"2b","2",0,"N","",175
1,33,"APC, tracked",5,5,7,6,18,98,0,-1,0,"1b","1h+1H+1r",0,"N","",750
1,33,"APC, wheeled",4,6,7,6,18,98,0,-1,0,"1b","1h+1H+1r",0,"N","",750

# Drones
1,1,"Crawler, Micro",4,4,0,0,0,0,-1,1,1,"0","",0,"N","Remote Control Interface,Rigger Adaptation",220
1,1,"Crawler, Small",4,4,1,0,0,6,-1,1,1,"0","",3,"N","Remote Control Interface,Rigger Adaptation",115
1,1,"Crawler, Large",4,4,2,0,2,12,-1,1,1,"0","",5,"N","Remote Control Interface,Rigger Adaptation",215
1,1,"Remote Patrol Vehicle",3,6,2,0,1,6,-1,2,1,"0","",0,"N","Remote Control Interface,Rigger Adaptation",215
1,72,"Rotary UAV, Micro",4,4,0,0,0,0,-1,1,1,"0","",0,"VTOL","Remote Control Interface,Rigger Adaptation",310
1,72,"Rotary UAV, Small",4,4,1,0,0,1,-1,1,1,"0","",3,"VTOL","Remote Control Interface,Rigger Adaptation",710
1,72,"Rotary UAV, Medium",4,4,2,0,1,12,-1,1,1,"0","",5,"VTOL","Remote Control Interface,Rigger Adaptation",1210
1,72,"Tilt-wing UAV, Medium",4,4,2,0,1,12,-1,1,1,"0","",0,"VTOL","Remote Control Interface,Rigger Adaptation",1460
1,72,"Tilt-wing UAV, Large",4,4,3,0,2,25,-1,1,1,"0","",0,"VTOL","Remote Control Interface,Rigger Adaptation",2210
1,8,"Fixed-Wing UAV, Small",3,3,1,0,0,0,-1,1,1,"0","",3,"Standard","Remote Control Interface,Rigger Adaptation",710
1,8,"Fixed-Wing UAV, Medium",4,4,2,0,1,12,-1,1,1,"0","",5,"Standard","Remote Control Interface,Rigger Adaptation",1460
1,8,"Fixed-Wing UAV, Large",4,4,3,0,2,25,-1,1,2,"0","",10,"Standard","Remote Control Interface,Rigger Adaptation",2210
1,136,"Vectored UAV, Small",4,4,2,0,1,12,-1,1,1,"0","",0,"VTOL","Remote Control Interface,Rigger Adaptation",1460
1,136,"Vectored UAV, Large",4,4,3,0,2,25,-1,1,1,"0","",0,"VTOL","Remote Control Interface,Rigger Adaptation",2210
1,8,"Mini-Blimp",4,4,2,0,1,6,-1,1,1,"0","",0,"VTOL","Remote Control Interface,Rigger Adaptation",240
1,1,"Anthroform",3,3,2,0,0,1,-1,1,1,"0","",0,"N","Remote Control Interface,Rigger Adaptation,Mechanical Arms(2)",400
1,1,"Walker, Micro",4,4,0,0,0,0,-1,1,1,"0","",0,"N","Remote Control Interface,Rigger Adaptation",265
1,1,"Walker, Small",4,4,1,0,0,4,-1,1,1,"0","",5,"N","Remote Control Interface,Rigger Adaptation",165
1,1,"Walker, Large",4,4,2,0,1,10,-1,1,1,"0","",8,"N","Remote Control Interface,Rigger Adaptation",240

# Hovercraft
1,4,"Hovercraft, Small",3,3,3,0,12,30,0,-1,0,"2b","2+1t",0,"N","",70
1,4,"Hovercraft, Medium",4,4,4,0,60,240,0,-1,0,"2b","2+1T",0,"N","",70
1,4,"Hovercraft, Large",5,5,5,0,100,480,0,-1,0,"2b","2+1T",0,"N","",250
1,4,"Skimmer, Small",3,3,1,0,0,0,-1,1,1,"0","",0,"N","Remote Control Interface,Rigger Adaptation",250
1,4,"Skimmer, Large",3,3,2,0,0,8,-1,1,1,"0","",0,"N","Remote Control Interface,Rigger Adaptation",350

# Motorboats/Sailboats
1,2,"Skiff",3,3,3,0,6,25,0,-1,1,"2b","o",0,"N","",75
1,2,"Water Scooter",3,3,2,0,0,1,0,-1,0,"1b","o",0,"N","",100
1,2,"Speedboat",3,3,3,0,0,30,0,-1,0,"1b","1",0,"N","",110
1,2,"Sport Cruiser",4,4,5,0,36,84,1,-1,1,"2b","o",0,"N","",125
1,2,"Yacht",5,5,7,0,80,108,2,-1,1,"2b",1,0,"N","Living Amenities (Basic)",200
1,2,"Minisub",4,4,4,0,0,84,2,-1,1,"1b","1h",0,"N","",200

# Rotor Craft
1,72,"Autogyro",4,4,3,0,0,8,0,-1,0,"1b","o",0,"VTOL","",20
1,72,"Utility Helicopter",5,5,4,0,50,75,1,-1,1,"2b","2+2d",0,"VTOL","",500
1,72,"Cargo Helicopter",5,5,7,0,80,600,1,-1,1,"2b","2+2d",0,"VTOL","",1000
1,72,"Tilt-wing",6,6,5,0,48,96,1,-1,1,"2b","1+1",0,"VTOL","",600
1,72,"Attack Helicopter",5,5,5,0,4,64,2,-1,3,"1b","1",0,"VTOL","",1000

# Fixed Wing Aircraft
1,8,"Ultralight",4,4,2,0,0,8,0,-1,0,"1b","o",0,"Standard","",20
1,8,"Single Engine",5,5,4,0,21,63,1,-1,1,"2b","1+1",0,"Standard","",75
1,8,"Twin Engine",5,5,6,0,48,600,1,-1,1,"2b","1+1",0,"Standard","",125
1,8,"Airliner",6,6,9,0,500,7500,3,-1,1,"2b","2+2+1",0,"Standard","",2000
1,8,"Jet Fighter",6,6,7,0,6,64,3,-1,5,"1e","1",0,"Standard","EnviroSeal (gas)",2000

# Vector Thrust
1,136,"Thunderbird",5,5,6,0,16,96,2,-1,3,"1e","1h+1d+1r",0,"VSTOL","EnviroSeal (gas)",2500
1,136,"Jump Jet Fighter",6,6,7,0,6,64,3,-1,5,"1e","1",0,"VTOL","EnviroSeal (gas)",2000

# Special
1,8,"Zeppelin",5,5,8,0,48,96,1,-1,1,"2b","2",0,"VTOL","",1600

## Engines ##
# Format:
# Chassis	string
# Name		string
# Speed		int
# SpeedMax	int
# Accel		int
# AccelMax	int
# Load		int
# LoadMax	int
# Sig		int
# Economy	int
# EconomyMax int
# Fuel		int
# Cost		int

# Engine Types:
# Gasoline, Methane, Electric, Diesel, Jet Propeller, Turbine, Sail

# Bikes
2,"Scooter","Gasoline",60,150,4,10,80,140,2,10,14,20,5
2,"Racing Cycle","Gasoline",120,240,10,18,50,100,2,8,16,15,5
2,"Off-Road","Gasoline",60,150,4,10,80,140,2,10,14,20,5
2,"Chopper","Gasoline",60,150,4,10,80,140,2,10,14,20,5
2,"All-terrain Vehicle","Gasoline",60,150,4,10,80,140,2,10,14,20,5
2,"Scooter","Electric",60,90,3,6,15,40,5,0.5,2,75,5
2,"Racing Cycle","Electric",60,90,3,6,15,40,5,0.5,2,75,5
2,"Off-Road","Electric",60,90,3,6,15,40,5,0.5,2,75,5
2,"Chopper","Electric",60,90,3,6,15,40,5,0.5,2,75,5
2,"All-terrain Vehicle","Electric",60,90,3,6,15,40,5,0.5,2,75,5
2,"Scooter","Methane",40,90,4,9,60,120,4,1.25,2,300,5
2,"Racing Cycle","Methane",40,90,4,9,60,120,4,1.25,2,300,5
2,"Off-Road","Methane",40,90,4,9,60,120,4,1.25,2,300,5
2,"Chopper","Methane",40,90,4,9,60,120,4,1.25,2,300,5
2,"All-terrain Vehicle","Methane",40,90,4,9,60,120,4,1.25,2,300,5

# Cars
2,"Commuter/Subcomp.","Gasoline",90,100,6,10,40,160,2,8,12,40,25
2,"Sedan","Gasoline",100,160,8,14,60,300,2,8,14,60,25
2,"Sports Car","Gasoline",160,270,10,18,40,200,2,6,10,60,65
2,"Limousine","Gasoline",100,160,8,14,60,400,2,8,14,60,50
2,"Pickup","Gasoline",100,140,7,12,250,1600,2,6,10,80,30
2,"Van","Gasoline",80,120,5,8,350,2500,2,5,9,95,40
2,"RV","Gasoline",80,120,5,8,350,2500,2,5,9,95,40
2,"Commuter/Subcomp.","Electric",75,100,4,9,40,160,5,0.5,2.5,150,10
2,"Sedan","Electric",75,100,4,9,40,160,5,0.5,2.5,150,10
2,"Limousine","Electric",75,100,4,9,40,160,5,0.5,2.5,150,10
2,"Pickup","Electric",40,80,2,5,350,1250,5,0.25,1,200,15
2,"Van","Electric",40,80,2,5,350,1250,5,0.25,1,200,15
2,"RV","Electric",40,80,2,5,350,1250,5,0.25,1,200,15
2,"Commuter/Subcomp.","Methane",90,100,6,10,40,160,4,1.25,2.5,450,20
2,"Sedan","Methane",100,140,6,10,60,200,4,1,2.25,500,20
2,"Limousine","Methane",100,140,6,10,60,200,4,1,2.25,500,20
2,"Pickup","Methane",80,120,2,5,350,1600,3,0.5,1.5,1000,20
2,"Van","Methane",80,120,2,5,350,1600,3,0.5,1.5,1000,20
2,"RV","Methane",80,120,2,5,350,1600,3,0.5,1.5,1000,20
2,"Limousine","Diesel",80,140,8,12,180,800,2,6,10,60,65
2,"Pickup","Diesel",120,200,7,12,1000,2000,2,5,9,80,35
2,"Van","Diesel",80,150,4,9,1000,3000,2,4,8,250,35
2,"RV","Diesel",80,150,4,9,1000,3000,2,4,8,250,35

# Other
